Ana Kamera FlaÅŸ,Ana Kamera Flaş,Ana Kamera Ã‡Ã¶zÃ¼nÃ¼rlÃ¼k AralÄ±ÄŸÄ±,Ana Kamera Çözünürlük Aralığı,Arka Kamera SayÄ±sÄ±,Arka Kamera Sayısı,ArttÄ±rÄ±labilir HafÄ±za (HafÄ±za KartÄ± DesteÄŸi),Arttırılabilir Hafıza (Hafıza Kartı Desteği),Ağırlık,Batarya Kapasitesi AralÄ±ÄŸÄ±,Batarya Kapasitesi Aralığı,BaÄŸlantÄ±lar,Bağlantılar,Bluetooth,CPU AralÄ±k,CPU Aralık,Cep Telefonu Modeli,Dahili HafÄ±za,Dahili Hafıza,Dokunmatik Ekran,Ekran Boyut AralÄ±ÄŸÄ±,Ekran Boyut Aralığı,Ekran Boyutu,Ekran Boyutu Aralığı,Ekran Cinsi,Ekran Teknolojisi,Ekran Yenileme HÄ±zÄ±,Ekran Yenileme Hızı,Ekran Ã‡Ã¶zÃ¼nÃ¼rlÃ¼ÄŸÃ¼,Ekran Çözünürlüğü,GPS,Garanti SÃ¼resi,Garanti Süresi,Garanti Tipi,GÃ¶rÃ¼ntÃ¼ Teknolojisi,GÃ¶rÃ¼ntÃ¼lÃ¼ KonuÅŸma,Görüntü Teknolojisi,Görüntülü Konuşma,Kablosuz Åžarj,Kablosuz Şarj,Kamera Ã‡Ã¶zÃ¼nÃ¼rlÃ¼ÄŸÃ¼,Kamera Çözünürlüğü,Kozmetik Durum,KulaklÄ±k GiriÅŸi,Kulaklık Girişi,Mobil BaÄŸlantÄ± HÄ±zÄ±,Mobil Bağlantı Hızı,NFC,Parmak Ä°zi Okuyucu,Parmak İzi Okuyucu,Pil GÃ¼cÃ¼ (mAh),Pil Gücü (mAh),RAM Kapasitesi,Radio,Renk,Suya/Toza DayanÄ±klÄ±lÄ±k,Suya/Toza Dayanıklılık,Video KayÄ±t Ã‡Ã¶zÃ¼nÃ¼rlÃ¼ÄŸÃ¼,Video Kayıt Çözünürlüğü,YÃ¼z TanÄ±ma,Yüz Tanıma,Ã–n Kamera FlaÅŸ,Ã–n Kamera SayÄ±sÄ±,Ã–n Kamera Ã‡Ã¶zÃ¼nÃ¼rlÃ¼k AralÄ±ÄŸÄ±,Ã–n Kamera Ã‡Ã¶zÃ¼nÃ¼rlÃ¼ÄŸÃ¼,Ã‡ift Hat,Ä°ÅŸlemci MarkasÄ±,Ä°ÅŸletim Sistemi,Åžarj GiriÅŸi,Åžarj HÄ±zÄ±,Çift Hat,Ön Kamera Flaş,Ön Kamera Sayısı,Ön Kamera Çözünürlük Aralığı,Ön Kamera Çözünürlüğü,İşlemci Markası,İşletim Sistemi,Şarj Girişi,Şarj Hızı,url,price,brands
,,60 - 80 MP,,2,,,,,5000-6000 mAh,,,,,,,,128 GB,,Var,6.5'' - 7'',,"4 - 4,5 inÃ§",,,,,,,,,2 YÄ±l,,Resmi DistribÃ¼tÃ¶r Garantili,,,,,,,5 MP ve altÄ±,,,3.5 mm,,4.5G,,Var,,,1500Â ve altÄ±,,8 GB,,Mavi,Yok,,,,,,,1,20 - 40 MP,20 - 40 MP,Var,,Android,USB Type-C,,,,,,,,,,,https://www.trendyol.com//tecno/camon-19-pro-8-128-gb-polar-mavisi-p-672156705,7.999 TL,Tecno
,,,15 - 20 MP,,3,,,,,4500-5000 mAh,,,,,,,,128 GB,Var,,6.5'' - 7'',"4 - 4,5 inç",,,,,,,,,,2 Yıl,Resmi Distribütör Garantili,,,,,,,,5 MP ve altı,,,3.5 mm,,4.5G,Yok,,,,1500 ve altı,6 GB,,Yeşil,,Var,,,,,,,,,,,,,,Var,,1,5 - 10 MP,,,Android,USB Type-C,,https://www.trendyol.com//infinix/hot-12-128-gb-6-gb-ram-5-gb-sanal-ram-yesil-cep-telefonu-turkiye-garantili-p-377120993,5.750 TL,INFINIX
,,,40 - 60 MP,,4,,,,,4000-4500 mAh,,,,,,Reno5 Lite,,128 GB,Var,,6'' - 6.5'',"4 - 4,5 inç",,,,,,,,,,2 Yıl,Resmi Distribütör Garantili,,,,,,,,5 MP ve altı,,,USB Type-C,,4.5G,Yok,,,,1500 ve altı,8 GB,,Siyah,,Yok,,,,,,,,,,,,,,Yok,,1,20 - 40 MP,,,Android,USB Type-C,,https://www.trendyol.com//oppo/reno5-lite-p-293976468,19.999 TL,Oppo
,,,,,,,,,,,,,,,,,,32 GB,,,,,,,,,,,,,,1 Yıl,,,,,,,,,,,,,,,,,,,,,,Siyah,,,,,,,,,,,,,,,,,,,,,,,,,https://www.trendyol.com//huawei/yenilenmis-y6-2019-black-32-gb-b-grade-12-ay-garantili-p-355166155,2.499 TL,Huawei
,,,40 - 60 MP,,3,,,,,5000-6000 mAh,,,,,,,,256 GB,Var,,6.5'' - 7'',"6,1 inç",,,,,,,,,,2 Yıl,Samsung TR Garantili,,,,,,,,50 MP + 12 MP + 10 MP,,,USB Type-C,,5G,Var,,,,3900,8 GB,,Mor,,Var,,,,,,,,,,,,,,Var,,1,10 - 15 MP,,,Android,USB Type-C,,https://www.trendyol.com//samsung/galaxy-s23-fe-8-256gb-siyah-cep-telefonu-p-785062680,23.899 TL,Samsung
,Var,,12 MP,,2,,,,,2000-3000 mAh,,,Var,,2.0-2.5 GHz,,,64 GB,Var,,,"5,5 - 6 inç","5.5""-6""",OLED,,,60 Hz,,FHD+,Var,,1 Yıl,İthalatçı Garantili,,,OLED,Var,,Yok,,10 - 15 MP,B seviye-Çok İyi,,Lightning,,4.5G,Var,,Var,,2400 - 3000,3 GB,Yok,Gümüş,,Var,,2160p (Ultra HD) 4K,,Var,,,,,,,,,,Yok,Yok,1,10 - 15 MP,5 - 8 MP,,,Lightning,10-20 W,https://www.trendyol.com//apple/yenilenmis-iphone-x-64-gb-gumus-cep-telefonu-12-ay-garantili-b-kalite-p-136149823,13.599 TL,Apple
,,,40 - 60 MP,,2,,,,,5000-6000 mAh,,,,,,Redmi Note 11,,128 GB,,,,"6,7 inç",,,,,,,,,,1 Yıl,İthalatçı Garantili,,,,,,,,,A seviye-Mükemmel,,,,,,,Var,,5000 ve üstü,4 GB,,Gri,,,,,,,,,,,,,,,,,,,,,,,,,https://www.trendyol.com//xiaomi/yenilenmis-xiaomi-redmi-note-11e-128-gb-gri-a-kalite-p-748864057,6.299 TL,Xiaomi
,,,120 MP ve üstü,,3,,,,,4500-5000 mAh,,,,,,,,512 GB,Var,,6.5'' - 7'',"6,7 inç",,,,,,,,,,2 Yıl,Resmi Distribütör Garantili,,,,,,,,200 MP + 8 MP + 2 MP,,,USB Type-C,,5G,Var,,,,5000,12 GB,,Bej,,Yok,,,,,,,,,,,,,,Var,,1,20 - 40 MP,,,Android,USB Type-C,,https://www.trendyol.com//realme/11-pro-12gb-512gb-gundogumu-beji-p-780495171,21.999 TL,realme
,,,40 - 60 MP,,3,,,,,5000-6000 mAh,,,,,,Spark 10 Pro,,256 GB,Var,,6.5'' - 7'',"6,8 inç",,FHD Süper AMOLED,,,,,,,,2 Yıl,Resmi Distribütör Garantili,,,,,,Yok,,20 MP ve üstü,,,3.5 mm,,4.5G,Var,,Var,,5000 ve üstü,8 GB,,Gri,,Yok,,,,Var,,,,,,,,,,Var,,1,20 - 40 MP,20 - 40 MP,,Android,USB Type-C,,https://www.trendyol.com//tecno/spark-10-pro-8gb-256gb-dual-sim-lunar-p-759413759,7.675 TL,Tecno
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.trendyol.com//samsung/galaxy-m21-64-gb-yesil-cep-telefonu-samsung-turkiye-garantili-p-48125139,11.945 TL,Samsung
,Var,,60 - 80 MP,,4,,Var,,,4000-4500 mAh,,,Var,,2.0-2.5 GHz,Redmi Note 8 Pro,,128 GB,Var,,6'' - 6.5'',6 inç ve üstü,,LCD,,,60 Hz,,FHD+,Var,,2 Yıl,Xiaomi Türkiye Garantili,,,LCD,Var,,Yok,,20 MP ve üstü,,,3.5 mm,,4.5G,Var,,Var,,4000 - 5000,6 GB,Var,Yeşil,,Var,,2160p (Ultra HD) 4K,,Var,,,,,,,,,,Var,Yok,1,20 - 40 MP,8 MP ve üstü,,Android,USB Type-C,10-20 W,https://www.trendyol.com//xiaomi/redmi-note-8-pro-6-gb-128-gb-cep-telefonu-orman-yesili-xiaomi-turkiye-garantili-p-32018720,7.999 TL,Xiaomi
,,,40 - 60 MP,,3,,,,,5000-6000 mAh,,,,,,,,128 GB,Var,,6.5'' - 7'',"6,7 inç",,,,,,,,,,2 Yıl,Reeder Türkiye Garantili,,,,,,,,20 MP ve üstü,,,3.5 mm,,4.5G,Yok,,Yok,,5000 ve üstü,4 GB,,Siyah,,Yok,,,,,,,,,,,,,,Var,,1,40 - 60 MP,,,Android,USB Type-C,,https://www.trendyol.com//reeder/s19-max-pro-128-gb-4-gb-ram-turkiye-garantili-starry-black-p-708638357,3.199 TL,Reeder
,,,,,,,,,,,,,,,,,,32 GB,,,,"5,5 - 6 inç",,,,,,,,,,1 Yıl,İthalatçı Garantili,,,,,,,,,,,,,,,,,,1500 - 1800,3 GB,,Siyah,,,,,,,,,,,,,,,,,,,,,,,,,https://www.trendyol.com//apple/yenilenmis-iphone-7-plus-32-gb-black-cep-telefonu-12-ay-garantili-b-kalite-p-322936381,5.199 TL,Apple
,,,100 -120 MP,,2,,,,,4500-5000 mAh,,,,,,,,256 GB,Var,,6.5'' - 7'',"6,7 inç",,,,,,,,,,2 Yıl,Realme Türkiye Garantili,,,,,,,,50 MP + 5 MP + 2 MP,,,USB Type-C,,5G,Var,,,,5000,8 GB,,Siyah,,Yok,,,,,,,,,,,,,,Var,,1,15 - 20 MP,,,Android,USB Type-C,,https://www.trendyol.com//realme/11-pro-5g-8gb-256gb-astral-siyah-cep-telefonu-realme-turkiye-garantili-p-772757813,15.299 TL,realme
,Var,,40 - 60 MP,,3,,Yok,,,3000-3500 mAh,,Wi-Fi,Var,,2.0-2.5 GHz,iPhone 14 Pro,,128 GB,Var,,6'' - 6.5'',"6,1 inç",,OLED,FHD,,120 Hz,,FHD+,Var,,2 Yıl,Apple Türkiye Garantili,,,OLED,Var,,Var,,48 MP + 12 MP + 12 MP,,,Lightning,,5G,Var,,Yok,,3200,6 GB,Yok,Gümüş,,Var,,2160p (Ultra HD) 4K,,Var,,,,,,,,,,Var,Var,1,10 - 15 MP,12 MP,Apple,iOS,Lightning,20-40 W,https://www.trendyol.com//apple/iphone-14-pro-128-gb-gumus-p-355707128,67.949 TL,Apple
,Yok,,80 - 100 MP,,3,,Yok,,,4500-5000 mAh,,Bluetooth,Var,,2.5-3.2 GHz,OnePlus 5,,256 GB,Var,,6.5'' - 7'',"6,7 inç",,AMOLED,Dinamik AMOLED,,120 Hz,,FHD+,Var,,2 Yıl,Oneplus Türkiye Garantili,,,AMOLED,Var,,Yok,,12 MP + 64 MP + 12 MP,,,USB Type-C,,5G,Var,,Var,,5020,16 GB,Yok,Gri,,Yok,,1080p (Full HD),,Var,,,,,,,,,,Var,Yok,1,15 - 20 MP,14 - 20 MP,MediaTek,Android,USB Type-C,80-100 W,https://www.trendyol.com//oneplus/nord-3-5g-256-gb-16-gb-ram-firtina-grisi-oneplus-turkiye-garantili-p-779279202,24.394 TL,Oneplus
,,,12 MP,,,,,,,,,,,,,,,128 GB,,,,6 inç ve üstü,,,,,,,,,,1 Yıl,,,,,,,,,,B seviye-Çok İyi,,,,,,,,,,4 GB,,Siyah,,,,,,,,,,,,,,,,Yok,,,,,,,,,https://www.trendyol.com//samsung/yenilenmis-samsung-galaxy-s22-128gb-cok-iyi-p-752840001,17.999 TL,Samsung
,,,40 - 60 MP,,3,,,,,5000-6000 mAh,,,,,,Spark 10 Pro,,256 GB,Var,,6.5'' - 7'',"6,8 inç",,FHD Süper AMOLED,,,,,,,,2 Yıl,Resmi Distribütör Garantili,,,,,,Yok,,20 MP ve üstü,,,3.5 mm,,4.5G,Var,,Var,,5000 ve üstü,8 GB,,Gri,,Yok,,,,Var,,,,,,,,,,Var,,1,20 - 40 MP,20 - 40 MP,,Android,USB Type-C,,https://www.trendyol.com//tecno/spark-10-pro-8gb-256gb-dual-sim-lunar-p-759413759,7.675 TL,Tecno
Var,,40 - 60 MP,,3,,Var,,,5000-6000 mAh,,Wi-Fi,,Var,2.0-2.5 GHz,,,64 GB,,Var,6'' - 6.5'',,6 inÃ§ ve Ã¼stÃ¼,,AMOLED,FHD+,60 Hz,,FHD+,,Var,2 YÄ±l,,Samsung TR Garantili,AMOLED,Var,,,Yok,,20 MP ve Ã¼stÃ¼,,,3.5 mm,,4.5G,,Var,Var,,5000 ve Ã¼stÃ¼,,4 GB,Var,YeÅŸil,Yok,,2160p (Ultra HD) 4K,,Var,,Var,1,15 - 20 MP,10 - 20 MP,Var,,Android,USB Type-C,10-20 W,,,,,,,,,,https://www.trendyol.com//samsung/galaxy-m21-64-gb-yesil-cep-telefonu-samsung-turkiye-garantili-p-48125139,11.945 TL,Samsung
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.trendyol.com//xiaomi/redmi-note-8-pro-6-gb-128-gb-cep-telefonu-orman-yesili-xiaomi-turkiye-garantili-p-32018720,7.999 TL,Xiaomi
,,,40 - 60 MP,,3,,,,,5000-6000 mAh,,,,,,,,128 GB,Var,,6.5'' - 7'',"6,7 inç",,,,,,,,,,2 Yıl,Reeder Türkiye Garantili,,,,,,,,20 MP ve üstü,,,3.5 mm,,4.5G,Yok,,Yok,,5000 ve üstü,4 GB,,Siyah,,Yok,,,,,,,,,,,,,,Var,,1,40 - 60 MP,,,Android,USB Type-C,,https://www.trendyol.com//reeder/s19-max-pro-128-gb-4-gb-ram-turkiye-garantili-starry-black-p-708638357,3.199 TL,Reeder
,,,,,,,,,,,,,,,,,,32 GB,,,,"5,5 - 6 inç",,,,,,,,,,1 Yıl,İthalatçı Garantili,,,,,,,,,,,,,,,,,,1500 - 1800,3 GB,,Siyah,,,,,,,,,,,,,,,,,,,,,,,,,https://www.trendyol.com//apple/yenilenmis-iphone-7-plus-32-gb-black-cep-telefonu-12-ay-garantili-b-kalite-p-322936381,5.199 TL,Apple
,,,100 -120 MP,,2,,,,,4500-5000 mAh,,,,,,,,256 GB,Var,,6.5'' - 7'',"6,7 inç",,,,,,,,,,2 Yıl,Realme Türkiye Garantili,,,,,,,,50 MP + 5 MP + 2 MP,,,USB Type-C,,5G,Var,,,,5000,8 GB,,Siyah,,Yok,,,,,,,,,,,,,,Var,,1,15 - 20 MP,,,Android,USB Type-C,,https://www.trendyol.com//realme/11-pro-5g-8gb-256gb-astral-siyah-cep-telefonu-realme-turkiye-garantili-p-772757813,15.299 TL,realme
,Var,,40 - 60 MP,,3,,Yok,,,3000-3500 mAh,,Wi-Fi,Var,,2.0-2.5 GHz,iPhone 14 Pro,,128 GB,Var,,6'' - 6.5'',"6,1 inç",,OLED,FHD,,120 Hz,,FHD+,Var,,2 Yıl,Apple Türkiye Garantili,,,OLED,Var,,Var,,48 MP + 12 MP + 12 MP,,,Lightning,,5G,Var,,Yok,,3200,6 GB,Yok,Gümüş,,Var,,2160p (Ultra HD) 4K,,Var,,,,,,,,,,Var,Var,1,10 - 15 MP,12 MP,Apple,iOS,Lightning,20-40 W,https://www.trendyol.com//apple/iphone-14-pro-128-gb-gumus-p-355707128,67.949 TL,Apple
,Yok,,80 - 100 MP,,3,,Yok,,,4500-5000 mAh,,Bluetooth,Var,,2.5-3.2 GHz,OnePlus 5,,256 GB,Var,,6.5'' - 7'',"6,7 inç",,AMOLED,Dinamik AMOLED,,120 Hz,,FHD+,Var,,2 Yıl,Oneplus Türkiye Garantili,,,AMOLED,Var,,Yok,,12 MP + 64 MP + 12 MP,,,USB Type-C,,5G,Var,,Var,,5020,16 GB,Yok,Gri,,Yok,,1080p (Full HD),,Var,,,,,,,,,,Var,Yok,1,15 - 20 MP,14 - 20 MP,MediaTek,Android,USB Type-C,80-100 W,https://www.trendyol.com//oneplus/nord-3-5g-256-gb-16-gb-ram-firtina-grisi-oneplus-turkiye-garantili-p-779279202,24.394 TL,Oneplus
,,,12 MP,,,,,,,,,,,,,,,128 GB,,,,6 inç ve üstü,,,,,,,,,,1 Yıl,,,,,,,,,,B seviye-Çok İyi,,,,,,,,,,4 GB,,Siyah,,,,,,,,,,,,,,,,Yok,,,,,,,,,https://www.trendyol.com//samsung/yenilenmis-samsung-galaxy-s22-128gb-cok-iyi-p-752840001,17.999 TL,Samsung
,,,5 - 10 MP,,,,,,,,,,,,,,,32 GB,,,,11 - 13 inç,,,,,,,,,,1 Yıl,,,,,,,,,,C seviye-İyi,,,,,,,,,,16 MB RAM,,Turuncu,,,,,,,,,,,,,,,,,,,,,,,,,https://www.trendyol.com//apple/yenilenmis-apple-iphone-xr-256-gb-12-ay-delta-servis-garantili-b-grade-p-788942407,16.399 TL,Apple
Var,,40 - 60 MP,,3,,Var,,,3000-3500 mAh,,Wi-Fi,,Var,2.5-3.2 GHz,,iPhone 15 Pro,512 GB,,Var,6'' - 6.5'',,"6,1 inÃ§",,OLED,QLED,60 Hz,,QHD+,,Var,2 YÄ±l,,Apple TÃ¼rkiye Garantili,OLED,Var,,,Yok,,20 MP ve Ã¼stÃ¼,,,USB Type-C,,5G,,Var,Var,,3000 - 4000,,8 GB,Yok,Ã‡ok Renkli,Var,,4320p (Ultra HD) 8K,,Var,,Yok,1,40 - 60 MP,12 MP,Var,Apple,iOS,USB Type-C,60-80 W,,,,,,,,,,https://www.trendyol.com//apple/iphone-15-pro-512-gb-naturel-titanyum-p-762254835,77.899 TL,Apple
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.trendyol.com//huawei/yenilenmis-p40-lite-128-gb-yesil-12-ay-garantili-p-313670347,4.799 TL,Huawei
,Var,,40 - 60 MP,,3,,Yok,,,4000-4500 mAh,,Wi-Fi,Var,,,iPhone 14 Pro Max,,512 GB,Var,,6.5'' - 7'',"6,7 inç",,Full HD,FHD+,,120 Hz,,QHD+,Var,,2 Yıl,Apple Türkiye Garantili,,,AMOLED,Var,,Var,,48 MP + 12 MP + 12 MP,,,Lightning,,5G,Var,,Var,,4323,6 GB,Yok,Gümüş,,Var,,2160p (Ultra HD) 4K,,Var,,,,,,,,,,Var,Var,1,10 - 15 MP,12 MP,Apple,iOS,Lightning,20-40 W,https://www.trendyol.com//apple/iphone-14-pro-max-512-gb-gumus-p-355707131,79.590 TL,Apple
,,,40 - 60 MP,,,,,,,,,,,,,,,128 GB,,,,"6,5 inç",,,,,,,,,,1 Yıl,,,,,,,,,,B seviye-Çok İyi,,,,,,,,,,6 GB,,Beyaz,,,,,,,,,,,,,,,,,,,,,,,,,https://www.trendyol.com//samsung/yenilenmis-galaxy-a51-beyaz-128-gb-12-ay-garantili-p-744376561,5.595 TL,Samsung
,Var,,60 - 80 MP,,2,,,,,5000-6000 mAh,,,Var,,,,,128 GB,Var,,6.5'' - 7'',"6,7 inç",,LCD,FHD+,,90 Hz,,FHD+,Var,,2 Yıl,Resmi Distribütör Garantili,,,LCD,Var,,Yok,,64 MP + 8 MP + 5 MP + 5 MP,,,3.5 mm,,4.5G,Var,,Var,,5000,16 GB,Var,Mavi,,Var,,1080p (Full HD),,Var,,,,,,,,,,Var,Yok,1,15 - 20 MP,20 - 40 MP,MediaTek,Android,USB Type-C,10-20 W,https://www.trendyol.com//realme/c55-nfc-12-gb-ram-6gb-6gb-a-kadar-dinamik-ram-128-gb-turkiye-garantili-p-738408509,7.635 TL,realme
,Var,,40 - 60 MP,,4,,Var,,,4500-5000 mAh,,3.5 mm Jack,Var,,1.5-2.0 GHz,,,64 GB,Var,,6.5'' - 7'',6 inç ve üstü,,IPS LCD,FHD+,,60 Hz,,FHD+,Var,,2 Yıl,Resmi Distribütör Garantili,,,LED,Var,,Yok,,20 MP ve üstü,,,USB Type-C,,4.5G,Yok,,Var,,4000 - 5000,4 GB,Var,Gri,,Yok,,1080p (Full HD),,Var,,,,,,,,,,Var,Yok,1,5 - 10 MP,8 - 14 MP,MediaTek,Android,USB Type-C,20-40 W,https://www.trendyol.com//omix/x600-4-4-gb-64-gb-kvk-garantili-siyah-p-645438710,4.475 TL,omix
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.trendyol.com//samsung/galaxy-a12-64-gb-mavi-cep-telefonu-samsung-turkiye-garantili-p-78372095,6.059 TL,Samsung
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.trendyol.com//samsung/yenilenmis-samsung-galaxy-a52-128gb-mavi-a-kalite-p-769543245,8.499 TL,Samsung
,,12 MP,,,,,,,,,,,,,,,256 GB,,,,,6 inÃ§ ve Ã¼stÃ¼,,,,,,,,,1 YÄ±l,,,,,,,,,,,B seviye-Ã‡ok Ä°yi,,,,,,,,,,4 GB,,Gri,,,,,,,,,,,,,,,,,,,,,,,,,https://www.trendyol.com//apple/yenilenmis-iphone-11-pro-256-gb-uzay-grisi-cep-telefonu-12-ay-garantili-b-kalite-p-689221460,29.199 TL,Apple
,,,,,,,,,,,,,,,,,,64 GB,,,,,,,,,,,,,,1 Yıl,İthalatçı Garantili,,,,,,,,,,,,,,,,,,,,,Mor,,,,,,,,,,,,,,,,,,,,,,,,,https://www.trendyol.com//apple/yenilenmis-iphone-11-64-gb-purple-cep-telefonu-12-ay-garantili-b-kalite-p-331965112,17.999 TL,Apple
,,,40 - 60 MP,,1,,Var,,,5000-6000 mAh,,Bluetooth,,,,Galaxy A13,,64 GB,Var,,7'' Üstü,"4 - 4,5 inç",,PLS,FHD,,,,,Var,,2 Yıl,Resmi Distribütör Garantili,,,,,,,,5 MP ve altı,,,3.5 mm,,4.5G,Yok,,,,1500 ve altı,4 GB,,Beyaz,,Var,,,,,,,,,,,,,,Var,,1,5 - 10 MP,,Samsung,Android,USB Type-C,,https://www.trendyol.com//samsung/galaxy-a13-64gb-cift-sim-beyaz-p-268711357,6.561 TL,Samsung
,,,12 MP,,,,,,,,,,,,,,,64 GB,,,,"6,2 inç",,,,,,,,,,1 Yıl,,,,,,,,,,A seviye-Mükemmel,,,,,,,,,,6 GB,,Siyah,,,,,,,,,,,,,,,,,,,,,,,,,https://www.trendyol.com//samsung/yenilenmis-samsung-galaxy-note-8-64gb-siyah-a-kalite-p-770277406,7.499 TL,Samsung
,,,15 - 20 MP,,4,,,,,,,,,,,,,64 GB,,,,"5,5 - 6 inç",,,,,,,,,,1 Yıl,,,,,,,,,,A seviye-Mükemmel,,,,,Var,,,,4000,4 GB,,Siyah,,Yok,,,,,,,,,,,,,,,,,,,,,,,https://www.trendyol.com//huawi/yenilenmis-huawei-p20-lite-64-gb-siyah-cep-telefonu-a-kategori-1-yil-garantili-p-760416524,3.790 TL,HUAWİ
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.trendyol.com//xiaomi/redmi-note-10-5g-128-gb-gri-cep-telefonu-xiaomi-turkiye-garantili-p-121063137,7.499 TL,Xiaomi
,,,100 -120 MP,,3,,Yok,,,5000-6000 mAh,,,,,,,,256 GB,Var,,6.5'' - 7'',"4 - 4,5 inç",,AMOLED,Dinamik AMOLED,,,,,,,2 Yıl,Resmi Distribütör Garantili,,,,,,,,5 MP ve altı,,,USB Type-C,,4G,Var,,,,1500 ve altı,12 GB,,Siyah,,Yok,,,,,,,,,,,,,,Var,,1,15 - 20 MP,,,Android,USB Type-C,,https://www.trendyol.com//xiaomi/11t-pro-12-gb-256-gb-cep-telefonu-siyah-xiaomi-turkiye-garantili-p-235561070,25.999 TL,Xiaomi
,,,20 - 40 MP,,2,,,,,4500-5000 mAh,,,,,,,,128 GB,Var,,6'' - 6.5'',"6,1 inç",,,,,,,,,,2 Yıl,Resmi Distribütör Garantili,,,,,,,,5 MP ve altı,,,USB Type-C,,4.5G,Yok,,,,1500 ve altı,4 GB,,Mor,,Yok,,,,,,,,,,,,,,Var,,1,5 MP ve altı,,,Android,USB Type-C,,https://www.trendyol.com//trident/a29-4-128gb-akilli-telefon-p-752338964,4.699 TL,Trident
,,,5 - 10 MP,,,,,,,,,,,,,,,32 GB,,,,10.2 inç,,,,,,,,,,1 Yıl,,,,,,,,,,B seviye-Çok İyi,,,,,,,,,,3 GB,,Gümüş,,,,,,,,,,,,,,,,,,,,,,,,,https://www.trendyol.com//apple/yenilenmis-apple-ipad-7-nesil-mw742tu-a-32gb-tablet-silver-p-758392368,7.399 TL,Apple
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.trendyol.com//infinix/hot-20-8-gb-ram-5-gb-sanal-ram-128gb-mor-cep-telefonu-turkiye-garantili-p-688316987,5.839 TL,INFINIX
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.trendyol.com//apple/iphone-15-pro-max-1-tb-beyaz-titanyum-p-762254876,96.999 TL,Apple
,,,40 - 60 MP,,3,,,,,4500-5000 mAh,,,Var,,,,,256 GB,Var,,6'' - 6.5'',"4 - 4,5 inç",,Super AMOLED,QLED,,120 Hz,,,Var,,2 Yıl,Xiaomi Türkiye Garantili,,,OLED,,,Var,,5 MP ve altı,,,USB Type-C,,5G,Var,,,,4000 - 5000,12 GB,Var,Mor,,Var,,4320p (Ultra HD) 8K,,Var,,,,,,,,,,Var,,1,10 - 15 MP,2.1 MP - 12 MP,,Android,USB Type-C,60-80 W,https://www.trendyol.com//xiaomi/mi-12-256-gb-12-gb-ram-mor-turkiye-garantili-p-353465475,25.768 TL,Xiaomi
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.trendyol.com//samsung/galaxy-a02-32-gb-siyah-cep-telefonu-samsung-turkiye-garantili-p-95992844,5.279 TL,Samsung
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.trendyol.com//apple/yenilenmis-iphone-7-32-gb-black-cep-telefonu-12-ay-garantili-b-kalite-p-320403940,3.299 TL,Apple
,,,60 - 80 MP,,,,,,,,,,,,,,,128 GB,,,,"6,7 inç",,,,,,,,,,1 Yıl,,,,,,,,,,B seviye-Çok İyi,,,,,,,,,,8 GB,,Mavi,,,,,,,,,,,,,,,,,,,,,,,,,https://www.trendyol.com//samsung/yenilenmis-samsung-galaxy-a72-128gb-mavi-a-kalite-p-786926079,9.499 TL,Samsung
